athlete,title,description,url,publish_date
Olivier Giroud,Five outstanding MLS stars Premier League clubs would be mad not to sign this summer,"Huge names like Lionel Messi and Olivier Giroud have traded Europe for America, but here are five fantastic stars who Premier League clubs should look to bring the other way.",https://www.teamtalk.com/news/five-outstanding-mls-stars-premier-league-clubs-would-be-mad-not-to-sign-this-summer,2024-04-26T18:28:22Z
Olivier Giroud,Olivier Giroud Inching Closer To Signing With MLS Team Los Angeles FC: Report,"According to reports, the guaranteed element of the agreement is valid for 18 months, through the 2025 MLS season. Because LAFC owns his MLS discovery rights, they can sign him before any other MLS team.",https://www.news18.com/football/olivier-giroud-inching-closer-to-signing-with-mls-team-los-angeles-fc-report-8830987.html,2024-03-28T09:51:34Z
Ja Morant,"USA Basketball beats Serbia: Damian Lillard, Ja Morant, Josh Hart, more react to Team USA's thrilling comeback","Stephen Curry, LeBron James, Kevin Durant and Joel Embiid came up huge for the Americans in the Olympic semis",https://www.cbssports.com/olympics/news/usa-basketball-beats-serbia-damian-lillard-ja-morant-josh-hart-more-react-to-team-usas-thrilling-comeback/,2024-08-08T22:13:17Z
Ja Morant,"Ja Morant Will Be “Terrible” Fit for USA Basketball, Claims Media Host Amid Jayson Tatum Controversy","Media veteran believes Ja Morant's game is not suited to Team USA's style of play, as he relies on personal flair.",https://www.essentiallysports.com/nba-active-basketball-news-ja-morant-will-be-terrible-fit-for-usa-basketball-claims-media-host-amid-jayson-tatum-controversy/,2024-08-02T21:48:14Z
Ja Morant,"Ja Morant Is Ready ""For All The Work"" This 2024-25 Season, Says Mike Miller","Ja Morant's agent, Mike Miller, says the point guard wants ""all the work"" this upcoming season.",https://www.givemesport.com/grizzlies-ja-morant-mindset-2024-25-season/,2024-08-02T02:11:55Z
Ja Morant,Ja Morant Spotted at Carmelo Anthony’s Son Kiyan’s Peach Jam After 40-Point Display Makes Mom La La Proud,"After a power performance of 40 points, Carmelo Anthony's son continues to showcase a dominant performance amid a stunned crowd.",https://www.essentiallysports.com/nba-legends-basketball-news-ja-morant-spotted-at-carmelo-anthonys-son-kiyans-peach-jam-after-forty-point-display-makes-mom-la-la-proud/,2024-07-18T11:30:16Z
Ja Morant,Nike Faces Backlash on Latest Ja Morant Leak Ahead of Grizzlies Star's Highly Anticipated NBA Return,Nike might have just started an online war with the latest Ja Morant shoe leak as fans call the global brand out.,https://www.essentiallysports.com/nba-active-basketball-news-nike-ja-two-faces-backlash-on-latest-ja-morant-leak-ahead-of-grizzlies-star-s-highly-anticipated-nba-return/,2024-07-17T12:00:28Z
Ja Morant,Ja Morant posts 'Rush Hour 3' clip to welcome Zach Edey to Grizzlies,"Shortly after the Grizzlies selected the Purdue product with the No. 9 overall pick in the 2024 NBA Draft on Wednesday, the star Memphis guard shared his reaction in the form of a movie clip from ""Rush Hour 3.""",https://nypost.com/2024/06/27/sports/ja-morant-posts-rush-hour-3-clip-to-welcome-zach-edey-to-grizzlies/,2024-06-27T18:23:33Z
Ja Morant,Nike Ja 1 “USA” Images And Release Date Officially Unveiled,"Ja Morant's signature sneaker silhouette, is going to release in a new ""USA"" colorway for the 2024 Paris Olympics.",https://www.hotnewhiphop.com/818318-nike-ja-1-usa-images-and-release-date-officially-unveiled-sneaker-news,2024-06-25T13:00:00Z
Ja Morant,Grizzlies' Ja Morant: Will be cleared in near future,Grizzlies' Ja Morant: Will be cleared in near future,https://www.cbssports.com/fantasy/basketball/news/grizzlies-ja-morant-will-be-cleared-in-near-future/,2024-06-23T19:19:33Z
Ja Morant,Ja Morant injury update: Grizzlies star says he'll be medically cleared in about two weeks,Morant had season-ending shoulder surgery in January,https://www.cbssports.com/nba/news/ja-morant-injury-update-grizzlies-star-says-hell-be-medically-cleared-in-about-two-weeks/,2024-06-23T14:38:03Z
Ja Morant,Nike Ja 1 “Reverse Scratch” Release Date Revealed,"Ja Morant's signature sneaker model is preparing to be released in a new ""Reverse Scratch"" colorway very soon.",https://www.hotnewhiphop.com/818420-nike-ja-1-reverse-scratch-release-date-revealed-sneaker-news,2024-06-22T19:13:57Z
Andrea Pirlo,Everton transfer 'target' was told to lose weight by Andrea Pirlo and abused by his own supporters,Juventus and USA midfielder Weston McKennie has been linked with a potential move to Everton,https://www.liverpoolecho.co.uk/sport/football/football-news/everton-transfer-target-told-lose-29545305,2024-07-16T04:00:00Z
Andrea Pirlo,Radu Dragusin: Romania's Wall at Euro 2024,"Romanian center-back Radu Dragusin, 22, despite limited playtime at Tottenham Hotspur, will be crucial for Romania in Euro 2024 with his physicality and aerial prowess. After an unbeaten qualifying campaign, he aims to help Romania advance from their group. Dragusin, mentored early by Andrea Pirlo, continues to grow tactically.",https://www.devdiscourse.com/article/sports-games/2972058-radu-dragusin-romanias-wall-at-euro-2024,2024-06-05T02:28:13Z
Andrea Pirlo,Jaap Stam's Dream Teammates 11,"There was no room for David Beckham, Andrea Pirlo and many more legends when Jaap Stam named his greatest-ever teammates.",https://www.givemesport.com/jaap-stam-dream-teammates-11/,2024-04-20T18:05:50Z
Andrea Pirlo,Andrea Pirlo reveals he signed for Real Madrid in 2006 but made last minute U-turn,Italian footballing legend Andrea Pirlo has revealed he was twice close to joining LaLiga.The Juventus and AC Milan icon is one of the greatest midfie,https://talksport.com/football/1668272/andrea-pirlo-ac-milan-real-madrid-transfer-u-turn/,2023-12-06T18:50:44Z
Andrea Pirlo,Will Sampdoria and Andrea Pirlo 'return from hell'?,"After financial problems, fan unrest and relegation, can Sampdoria's new owners restore the club to former glories?",https://www.bbc.com/sport/football/67413087,2023-11-15T12:33:06Z
Andrea Pirlo,Former Birmingham City manager in shock job link involving Andrea Pirlo and Andrea Radrizzani,Latest Birmingham City news from BirminghamLive as Garry Monk is being linked with the managerial job at Sampdoria,https://www.birminghammail.co.uk/sport/football/football-news/former-birmingham-city-manager-shock-27837628,2023-10-04T06:39:48Z
Andrea Pirlo,'I played for Man Utd and faced Andrea Pirlo but swapped football for psychology',Johnny Gorman played at international level against Andrea Pirlo and featured in the Premier League for Wolves - after leaving Man Utd - but hung up his boots for a psychology career,https://www.irishmirror.ie/sport/soccer/johnny-gorman-northern-ireland-wolves-30955125,2023-09-16T06:00:00Z
Andrea Pirlo,Liverpool may have signed their own Andrea Pirlo as Mohamed Salah saga takes twist,Your morning Liverpool headlines as Mohamed Salah transfer saga has only just begun and Liverpool told they have quietly signed their Andrea Pirlo,https://www.liverpoolecho.co.uk/sport/football/football-news/liverpool-signed-andrea-pirlo-mohamed-27589578,2023-08-25T02:00:00Z
Andrea Pirlo,Liverpool told they have already signed long-term answer to defensive midfield problem,Liverpool summer transfer arrival Dominik Szoboszlai has been backed to follow Andrea Pirlo in eventually becoming a defensive midfielder,https://www.liverpoolecho.co.uk/sport/football/football-news/liverpool-told-already-signed-long-27583858,2023-08-24T11:15:00Z
Andrea Pirlo,Newcastle's £52m star Sandro Tonali dubbed 'new Andrea Pirlo' and worked under 'mad' ex-Leeds chief,Sandro Tonali is a name that is extremely respected in Italy and we will now be able to watch his talents in England this season.Newcastle have announ,https://talksport.com/football/1474924/sandro-tonali-newcastle-transfer-ac-milan-andrea-pirlo/,2023-08-12T15:47:00Z
Ricky Rubio,"Fifteen Years Ago Today, The Wolves Passed On Steph Curry","The Wolves were in an enviable position with both the fifth and sixth picks in the first round of the draft. With their fifth pick, the Wolves selected an exciting point guard prospect from Spain in Ricky Rubio.",https://kdhlradio.com/ixp/70/p/fifteen-years-ago-today-the-wolves-passed-on-steph-curry/,2024-06-25T15:29:29Z
Ricky Rubio,Retired NBA guard Ricky Rubio returning to EuroLeague - reports,"A month after retiring from the NBA to focus on his mental health, Spanish star Ricky Rubio reportedly joins FC Barcelona in the EuroLeague",https://www.rappler.com/sports/nba/retired-guard-ricky-rubio-returning-euroleague/,2024-02-07T07:44:49Z
Ricky Rubio,Ricky Rubio rejoins Barcelona on contract through end of season,"Ricky Rubio signed a short-term contract with Barcelona on Tuesday, a month after he announced that his 12-year NBA career was over.",https://sports.inquirer.net/550896/ricky-rubio-rejoins-barcelona-on-contract-through-end-of-season,2024-02-07T03:33:47Z
Ricky Rubio,Ricky Rubio Rejoins Barcelona On A Contract Through The End Of This Season,"Ricky Rubio signed a shortterm contract with Barcelona on Tuesday, a month after he announced that his 12year NBA career was over.",https://www.news18.com/sports/ricky-rubio-rejoins-barcelona-on-a-contract-through-the-end-of-this-season-8769188.html,2024-02-06T21:30:22Z
Ricky Rubio,"Adios, Ricky Rubio! Appreciating a unique player who had a resilient career",Rubio forged a deep connection with teammates who played alongside him and the fan bases who cheered for him at every stop along the way.,https://theathletic.com/5179778/2024/01/10/ricky-rubio-retire-nba-career/,2024-01-10T05:00:00Z
Ricky Rubio,Ricky Rubio Gives Up $5.4 Million to Prioritise Mental Health in Shocking Retirement Decision,Veteran guard Ricky Rubio reportedly left $5.4 million on the table to facilitate his NBA retirement to address his mental health,https://www.essentiallysports.com/nba-active-basketball-news-ricky-rubio-gives-up-five-four-million-to-prioritise-mental-health-in-shocking-retirement-decision/,2024-01-06T02:03:59Z
Ricky Rubio,Ricky Rubio retires from NBA after 12 seasons; Cavaliers agree to buyout with guard: Sources,Rubio stepped away from the Cavaliers and the Spanish national team last summer to concentrate on his mental health and never returned.,https://theathletic.com/5179066/2024/01/04/ricky-rubio-cavaliers-buyout/,2024-01-04T05:00:00Z
Ricky Rubio,Cavaliers' Ricky Rubio pausing basketball career to focus on his mental health,Rubio was set to play for Spain in the 2023 FIBA World Cup later this month,https://www.cbssports.com/nba/news/cavaliers-ricky-rubio-pausing-basketball-career-to-focus-on-his-mental-health/,2023-08-05T16:33:27Z
Ricky Rubio,"Cavs' Rubio to take break from basketball, cites mental health","Ricky Rubio of the NBA's Cleveland Cavaliers said on Saturday he will take a break from basketball so he can focus on his mental health, a move that comes shortly before his Spanish national teammates defend their FIBA World Cup title.",https://www.reuters.com/sports/basketball/cavs-rubio-take-break-basketball-cites-mental-health-2023-08-05/,2023-08-04T15:43:44Z
Ricky Rubio,Cavs’ Ricky Rubio feeling the ‘best I’ve felt in my career’ after return from torn ACL,Ricky Rubio never lost faith in his recovery. Now the 32-year-old is back with the Cavs and making his impact felt.,https://theathletic.com/4111674/2023/01/24/cavs-ricky-rubio-return-acl/,2023-01-24T05:00:00Z
Chris Bosh,I'm the forgotten USA Redeem Team star who won Olympic gold and made $100 million in the NBA but saw my career ended by major knee injuries,"Kobe Bryant, LeBron James and Dwyane Wade were part of the famous Redeem Team.Carmelo Anthony, Chris Bosh and Dwight Howard were also key members of a",https://talksport.com/sport/1955223/usa-redeem-team-michael-redd-bucks-paris-olympics-forgotten/,2024-07-14T10:00:00Z
Chris Bosh,"Chris Bosh’s Role Was More Important Than LeBron James’ for 1 Reason, Udonis Haslem Clarifies Controversial Claim","Challenging LeBron's dominance, Udonis Haslem highlights Chris Bosh's crucial role in Miami Heat's success.",https://www.essentiallysports.com/nba-legends-basketball-news-chris-boshs-role-was-more-important-than-lebron-james-for-one-reason-udonis-haslem-clarifies-controversial-claim/,2024-03-19T20:25:18Z
Chris Bosh,Udonis Haslem Claims Chris Bosh Most Important of Heat Big 3,Former Miami Heat forward Udonis Haslem reveals why Chris Bosh was the most important player of their Big 3 Era.,https://www.givemesport.com/miami-heat-chris-bosh-most-important-big-3/,2024-03-07T15:24:22Z
Chris Bosh,"Heat legend says Chris Bosh, not LeBron James, was most important player on Miami's title-winning teams",Udonis Haslem explained his surprising choice this week on a podcast,https://www.cbssports.com/nba/news/heat-legend-says-chris-bosh-not-lebron-james-was-most-important-player-on-miamis-title-winning-teams/,2024-03-06T21:03:33Z
Chris Bosh,"Wade, Bosh, James Nearly Joined by Chris Paul in Miami","During an episode of Dwyane Wade's podcast, the legendary Heat guard and Chris Paul discussed how close the pair was to teaming up in Miami.",https://www.givemesport.com/wade-bosh-james-nearly-joined-by-chris-paul-miami-heat/,2024-02-29T15:27:43Z
Chris Bosh,Raptors’ Scottie Barnes earns first NBA All-Star Game shot,"Barnes becomes the ninth Raptor ever selected, joining Vince Carter, Antonio Davis, DeMar DeRozan, Kyle Lowry, Chris Bosh, Pascal Siakam, Kawhi Leonard and Fred VanVleet.",https://www.thestar.com/sports/raptors/raptors-scottie-barnes-isn-t-the-face-of-the-nba-yet-but-now-he-s/article_b9b1741c-c526-11ee-b1ca-7bdd6afd1b9e.html,2024-02-06T23:15:00Z
Chris Bosh,“Get LeBron James and Chris Bosh”: New $24 Million Conspiracy Theory Over Infamous Kobe Bryant Veto Comes to Light,"13 years after the trade was vetoes, Gilbert Arenas reveals real reason Kobe Bryant and Chris Paul did not team up.",https://www.essentiallysports.com/nba-legends-basketball-news-get-lebron-james-and-chris-bosh-new-twenty-four-million-conspiracy-theory-over-infamous-kobe-bryant-veto-comes-to-light/,2024-02-06T03:26:29Z
Chris Bosh,RAPTORS BLOG: The Siakam era sure is feeling like the Chris Bosh era right about now,RAPTORS BLOG: The Siakam era sure is feeling like the Chris Bosh era right about now,https://torontosun.com/sports/basketball/raptors-blog-the-siakam-era-sure-is-feeling-like-the-chris-bosh-era-right-about-now,2022-12-12T08:00:00Z
Chris Bosh,RAPTORS BLOG: The Siakam era sure is feeling like the Chris Bosh era right about now,RAPTORS BLOG: The Siakam era sure is feeling like the Chris Bosh era right about now,https://lfpress.com/sports/basketball/raptors-blog-the-siakam-era-sure-is-feeling-like-the-chris-bosh-era-right-about-now,2022-12-12T00:00:00Z
Chris Bosh,Victor Wembanyama told the one key attribute he has which will help him shine in NBA,French teenage basketball star Victor Wembanyama has burst onto the scene as one of the greatest draft prospects in recent history - and Chris Bosh has picked out how he will shine in the NBA,https://www.irishmirror.ie/sport/other-sport/victor-wembanyama-chris-bosh-nba-28251258,2022-10-16T10:19:38Z
Ashley Young,Coventry burglar jailed after 'brave' young victim hides in wardrobe and dials 999,Ashley Kean was arrested while trying to escape from a house he had broken into in June,https://www.coventrytelegraph.net/news/coventry-news/coventry-burglar-jailed-after-brave-29662626,2024-08-02T09:14:42Z
Ashley Young,The Southgate debate: talkSPORT hosts discuss England boss as Ashley Young backs new contract,"Plenty has been made about Gareth Southgate's future as England manager, so what do the talkSPORT pundits think?Southgate has come in for criticism th",https://talksport.com/football/1958394/gareth-southgate-future-england-boss-latest/,2024-07-11T11:50:31Z
Ashley Young,Angry England fan launches into furious talkSPORT Breakfast rant that had to be stopped and had Ashley Young cracking up,"Clueless, toothless and spineless.Those were just three of many... strong words one talkSPORT caller used as he launched into a fiery rant about",https://talksport.com/football/1945207/england-fan-rant-talksport-breakfast-ashley-cole-slovakia/,2024-07-01T16:05:56Z
Ashley Young,Tim Iroegbunam reveals important advice he has already had from one Everton team-mate,Everton's first signing of the summer Tim Iroegbunam is looking forward to playing alongside Ashley Young again,https://www.liverpoolecho.co.uk/sport/football/football-news/tim-iroegbunam-reveals-important-advice-29431820,2024-06-27T11:39:10Z
Ashley Young,Former Sean Dyche team-mate set to make Everton history after deal agreed,Ashley Young has signed a new contract that is set to make him Everton's oldest-ever outfield player,https://www.liverpoolecho.co.uk/sport/football/football-news/gallery/former-sean-dyche-team-mate-29420243,2024-06-27T04:00:00Z
Ashley Young,Aston Villa favourite agrees new contract which extends his career towards 40,"Ashley Young played 247 matches for Villa across two separate spells, most recently helping them to reach the Europa Conference League in 2023",https://www.birminghammail.co.uk/sport/football/football-news/aston-villa-favourite-agrees-new-29420200,2024-06-25T14:07:03Z
Ashley Young,Ashley Young agrees new Everton contract as Kevin Thelwell explains role,The veteran utility player has signed another one-year deal at Goodison Park,https://www.liverpoolecho.co.uk/sport/football/football-news/ashley-young-agrees-new-everton-29416774,2024-06-25T09:00:00Z
Ashley Young,Ashley Young confirms decision on Everton future as he provides update on contract talks,Ashley Young has told talkSPORT he’s very close to signing a new Everton deal.The former England defender has been with the Toffees since last,https://talksport.com/football/1923610/ashley-young-everton-new-contract/,2024-06-17T12:42:59Z
Ashley Young,Ashley Young wants England to play Jude Bellingham AND Phil Foden at number 10 in major tactical switch,"England faced their first test of Euro 2024 and although they passed, they did not quite do so with flying colours.But former England star Ashley Youn",https://talksport.com/football/1923098/ashley-young-england-number-10-phil-foden-jude-bellingham/,2024-06-17T10:18:59Z
Ashley Young,Ezri Konsa has one hope for Ashley Young in role as talkSPORT pundit for Euro 2024,Ezri Konsa has revealed his admiration for Ashley Young and has wished him luck for his stint on talkSPORT.The Everton defender is part of an all-star,https://talksport.com/football/1919288/ezri-konsa-ashley-young-talksport-pundit-euro-2024/,2024-06-13T22:25:23Z
Memphis Depay,Dele Alli and Memphis Depay named alongside ex-Arsenal and Manchester United stars in best free agent XI,Football clubs across the globe may be looking to splash the cash this summer - but they'd be fools in overlooking some high-profile free agents.Goalk,https://talksport.com/football/1953944/best-free-transfer-xi-dele-alli-memphis-depay-arsenal-manchester-united/,2024-07-08T16:10:29Z
Memphis Depay,I was seen as a Man United party boy with a Rolls Royce and cowboy hat,"Memphis Depay is spearheading the Netherlands attack at Euro 2024, seven years a turbulent spell at Manchester United ended",https://www.manchestereveningnews.co.uk/sport/football/football-news/seen-man-united-party-boy-29404926,2024-06-23T18:35:00Z
Memphis Depay,Wayne Rooney pinpoints where it all went wrong for Man United flop Memphis Depay,Former Manchester United captain Wayne Rooney played alongside Memphis Depay at Old Trafford during his ill-fated 18 month stint in the Premier League,https://www.manchestereveningnews.co.uk/sport/football/football-news/wayne-rooney-pinpoints-went-wrong-29403098,2024-06-22T09:05:16Z
Memphis Depay,Rooney reveals he gave Depay a 'talking to' after Dutch star turned up to Man Utd game in a Rolls Royce and cowboy hat,"WAYNE ROONEY has revealed he once gave Memphis Depay a ""talking to"" after he turned up to a game in a cowboy hat.The retired footballer was covering t",https://www.thesun.ie/sport/13223915/wayne-rooney-memphis-depay-cowboy-hat-man-utd/,2024-06-21T20:03:22Z
Memphis Depay,Player who cost Man United £25m set to be released ahead of summer transfer window,Former Red Devils winger Memphis Depay has previously hinted at a return to Old Trafford amid speculation around his future,https://www.manchestereveningnews.co.uk/sport/football/transfer-news/player-who-cost-man-united-29220727,2024-05-22T16:30:00Z
Memphis Depay,Match Report & Highlights,"Match report as Atletico Madrid moved into the Champions League quarter-finals by beating Inter Milan; Inter led 2-0 on aggregate after Federico Dimarcos opener in Spain, but Antoine Griezmman and Memphis Depay forced extra-time and penalties; Lautaro Martinez missed the spot kick",https://www.skysports.com/football/a-madrid-vs-inter/report/501469,2024-03-13T23:32:00Z
Memphis Depay,Jan Oblak’s shootout heroics propel Atlético past Inter and into last eight,"Atlético Madrid fought back from 2-0 down on aggregate, Antoine Griezmann and Memphis Depay scoring before Jan Oblak’s saves saw off Internazionale",https://www.theguardian.com/football/2024/mar/13/atletico-madrid-internazionale-champions-league-match-report,2024-03-13T23:12:50Z
Memphis Depay,Copa del Rey: Memphis Depay fires Atletico Madrid into semis with win over Sevilla,Memphis Depay fired Atletico Madrid into the Copa del Rey semi-finals by earning his team a 1-0 win over Sevilla on Thursday.,https://www.firstpost.com/sports/football-news/copa-del-rey-memphis-depay-fires-atletico-madrid-into-semis-with-win-over-sevilla-13657322.html,2024-01-26T06:00:50Z
Memphis Depay,Atletico Madrid Secures Copa del Rey Semifinal Berth with Memphis Depay's Winning Strike vs Sevilla,Memphis Depay's 76th minute strike allowed Atletico Madrid to get the win over a resilient Sevilla to send them to the Copa del Rey semi-finals.,https://www.news18.com/football/atletico-madrid-secures-copa-del-rey-semifinal-berth-with-memphis-depays-winning-strike-vs-sevilla-8754936.html,2024-01-26T02:08:10Z
Memphis Depay,Real Madrid thrash Arandina to storm into Copa del Rey last 16,"Atletico Madrid progressed with a 3-1 win at third-tier Lugo after Memphis Depay struck twice, while Real Betis were knocked out in a 1-0 defeat by Alaves.",https://www.firstpost.com/sports/football-news/copa-del-rey-real-madrid-thrash-arandina-to-storm-into-last-16-atletico-beat-lugo-13585342.html,2024-01-07T04:45:27Z
Mike Trout,"Charlize Theron, bask in your ability to shine","Astrological advice for Mike Trout, Charlize Theron, David Duchovny, Wayne Knight, and others born on this date.",https://www.mercurynews.com/2024/08/07/horoscopes-aug-7-2024-charlize-theron-bask-in-your-ability-to-shine/,2024-08-07T10:01:01Z
Mike Trout,‘Devastated’ three-time MVP Mike Trout ruled out for rest of MLB season,"Angels star Mike Trout needs a second surgery for a torn meniscus in his left knee, ending another injury-marred campaign",https://www.theguardian.com/sport/article/2024/aug/02/devastated-three-time-mvp-mike-trout-ruled-out-for-rest-of-mlb-season,2024-08-02T07:02:53Z
Mike Trout,Mike Trout’s latest lost season is yet another gut punch to his storied career,A once-promising season goes by the wayside. Again.,https://www.sbnation.com/2024/8/1/24211591/angels-mike-trout-injury-out-for-season-knee-surgery-meniscus-tear-reaction,2024-08-02T00:08:15Z
Mike Trout,"Mike Trout injury: Why Angels slugger's 12-year, $426 million contract extension was still the right move",Mike Trout was shut down Thursday for the rest of the season,https://www.cbssports.com/mlb/news/mike-trout-injury-why-angels-sluggers-12-year-426-million-contract-extension-was-still-the-right-move/,2024-08-01T23:03:00Z
Mike Trout,Mike Trout injury history: MLB star sidelined again with fourth serious issue in as many years,Trout is done for the 2024 season after tearing the meniscus in his left knee,https://www.cbssports.com/mlb/news/mike-trout-injury-history-mlb-star-sidelined-again-with-fourth-serious-issue-in-as-many-years/,2024-08-01T22:10:00Z
Mike Trout,Mike Trout injury update: Angels slugger out for rest of 2024 season after suffering another meniscus tear,The Angels superstar was unable to return cleanly from knee surgery,https://www.cbssports.com/mlb/news/mike-trout-injury-update-angels-slugger-out-for-rest-of-2024-season-after-suffering-another-meniscus-tear/,2024-08-01T21:58:00Z
Mike Trout,Mike Trout's injuries are carving into Hall of Fame legacy: Where Angels slugger stacks up against greats,"Trout could still get to the Mickey Mantle tier, but it'll be tough. And he won't get close to Willie Mays",https://www.cbssports.com/mlb/news/mike-trouts-injuries-are-carving-into-hall-of-fame-legacy-where-angels-slugger-stacks-up-against-greats/,2024-08-01T21:53:00Z
Mike Trout,Angels' Mike Trout out for season with another meniscus tear,Angels outfielder Mike Trout will miss the remainder of the season after sustaining another meniscus tear in his left knee.,https://abc7.com/sports/angels-mike-trout-out-for-season-with-another-meniscus-tear/15134074/,2024-08-01T21:48:19Z
Mike Trout,Angels' Mike Trout out for season with another meniscus tear,Angels outfielder Mike Trout will miss the remainder of the season after sustaining another meniscus tear in his left knee.,https://www.espn.com/mlb/story/_/id/40701810/angels-mike-trout-season-another-meniscus-tear,2024-08-01T21:34:00Z
Mike Trout,Mike Trout injury update: No timetable for Angels slugger after he leaves rehab stint with knee soreness,Trout said his MRI was clean as he's working his way back from a torn meniscus in that same knee,https://www.cbssports.com/mlb/news/mike-trout-injury-update-no-timetable-for-angels-slugger-after-he-leaves-rehab-stint-with-knee-soreness/,2024-07-26T21:51:00Z
Reggie Bush,Kim Kardashian Had 'Initiated' Affair With Ex-Husband Kanye West While Dating Reggie Bush: Report,"Kanye West's girlfriend at the time, Amber Rose, alleged the ex-couple cheated while they both were in a relationship.",https://www.inquisitr.com/kim-kardashian-initiated-affair-with-kanye-west-while-dating-reggie-bush-ex1,2024-08-05T05:36:56Z
Reggie Bush,Reggie Bush calls for accountability after long battle to reclaim Heisman Trophy,The Heisman Trophy was returned ​to former University of Southern California running back Reggie Bush Thursday after a 14-year dispute with the NCAA.,https://www.cbsnews.com/news/reggie-bush-calls-accountability-long-battle-heisman-trophy/,2024-04-26T14:12:33Z
Reggie Bush,"Reggie Bush may have his Heisman Trophy back, but ex-USC star's NCAA legal battle remains far from over",Bush's Heisman celebration at USC wasn't all smiles,https://www.cbssports.com/college-football/news/reggie-bush-may-have-his-heisman-trophy-back-but-ex-usc-stars-ncaa-legal-battle-remains-far-from-over/,2024-04-25T22:42:00Z
Reggie Bush,Reggie Bush to discuss return of his forfeited Heisman Trophy at Thursday news conference,"After the Heisman Trust announced that Reggie Bush is getting his Heisman Trophy back, the former USC football star will hold a news conference.",https://abc7.com/usc-reggie-bush-to-discuss-return-of-his-heisman-trophy-at-thursday-news-conference/14733577/,2024-04-25T16:00:00Z
Reggie Bush,"Why Reggie Bush lost his Heisman Trophy, and why he is getting it back now","After years of debate, Reggie Bush is finally getting his Heisman Trophy back",https://www.sbnation.com/college-football/2024/4/25/24140113/reggie-bush-heisman-trophy-usc,2024-04-25T15:06:21Z
Reggie Bush,Travis Kelce’s Ex Kayla Nicole Celebrates as Reggie Bush Reunited With His 2005 Heisman Trophy,"Travis Kelce's ex, Kayla Nicole took to Instagram to celebrate Reggie Bush's reunion with his 2005 Heisman Trophy. Know the details of it",https://www.essentiallysports.com/nfl-active-news-travis-kelces-ex-kayla-nicole-celebrates-as-reggie-bush-reunited-with-his-two-thousand-five-heisman-trophy/,2024-04-25T01:43:32Z
Reggie Bush,"Reggie Bush is reinstated as 2005 Heisman Trophy winner, with organizers citing NIL rule changes",LOS ANGELES (AP) — Reggie Bush has his Heisman back.,https://www.vancouverisawesome.com/world-news/reggie-bush-is-reinstated-as-2005-heisman-trophy-winner-with-organizers-citing-nil-rule-changes-8650179,2024-04-25T01:08:51Z
Reggie Bush,"Reggie Bush is reinstated as 2005 Heisman Trophy winner, with organizers citing NIL rule changes",LOS ANGELES (AP) — Reggie Bush has his Heisman back.,https://www.bradfordtoday.ca/world-news/reggie-bush-is-reinstated-as-2005-heisman-trophy-winner-with-organizers-citing-nil-rule-changes-8650176,2024-04-25T01:08:51Z
Reggie Bush,"Reggie Bush is reinstated as 2005 Heisman Trophy winner, with organizers citing NIL rule changes",LOS ANGELES (AP) — Reggie Bush has his Heisman back.,https://www.baytoday.ca/world-news/reggie-bush-is-reinstated-as-2005-heisman-trophy-winner-with-organizers-citing-nil-rule-changes-8650176,2024-04-25T01:08:51Z
Reggie Bush,"Reggie Bush is reinstated as 2005 Heisman Trophy winner, with organizers citing NIL rule changes",LOS ANGELES (AP) — Reggie Bush has his Heisman back.,https://www.sootoday.com/world-news/reggie-bush-is-reinstated-as-2005-heisman-trophy-winner-with-organizers-citing-nil-rule-changes-8650176,2024-04-25T01:08:51Z
Ahmed Hassan,"Bangladesh News Live Updates: Interim govt issues stern warning to media, threatens shutdown over ‘misleading news’ publications","Bangladesh News Live Updates: After Bangladesh's Chief Justice Obaidul Hassan resigned on Saturday, President Mohammed Shahabuddin appointed Justice Syed Refaat Ahmed for the post.",https://indianexpress.com/article/world/bangladesh-protests-live-updates-interim-govt-sheikh-hasina-crisis-9507317/,2024-08-11T12:06:29Z
Ahmed Hassan,"Exclusive-Israel seeks changes to Gaza truce plan, complicating talks, sources say","By Jonathan Landay, Nidal al-Mughrabi and Ahmed Mohamed Hassan",https://www.swissinfo.ch/eng/exclusive-israel-seeks-changes-to-gaza-truce-plan%2c-complicating-talks%2c-sources-say/84990937,2024-07-25T21:36:16Z
Ahmed Hassan,Hassan Ahmed's 'relief' after Labour allows him back in nearly a year on from suspension,Hassan Ahmed was expelled before the local elections in May 2023,https://www.nottinghampost.com/news/local-news/hassan-ahmeds-relief-after-labour-9166050,2024-03-14T16:50:58Z
Ahmed Hassan,Former Nottingham Labour councillor says David Mellen should resign after city council 'bankruptcy',Hassan Ahmed has also called for the resignation of Nottingham City Council's Chief Executive.,https://www.nottinghampost.com/news/local-news/former-nottingham-labour-councillor-says-8951809,2023-12-04T17:11:21Z
Ahmed Hassan,Third suspect in Weston apartment death charged with murder,"Ahmed Hassan, 67, was found dead in a residential building near Bellevue Crescent and Weston Road on Aug. 9.",https://www.thestar.com/news/gta/third-toronto-suspect-in-weston-apartment-death-charged-with-first-degree-murder/article_c5d7ff03-170e-5bc2-bb24-be886cdb507d.html,2023-09-16T22:54:00Z
